path,ext,size,md5,sha1,chars,note
2026国赛AI助攻资料合集\AI+数学建模提示词汇总！\17套！AI+数学建模提示词汇总！\2、附录二：数学建模美赛通用AI数学建模解题提示词.docx,.docx,23137,096b1caa04c2a3c4ae7e530d3b091fd5,b2931b94ffc38decbaec9366133b30da1c7468fa,4855,
2026国赛AI助攻资料合集\AI+数学建模提示词汇总！\17套！AI+数学建模提示词汇总！\3、附录三：数学建模美赛通用AI论文写作提示词.docx,.docx,29289,67f9ed3f116879f239fdd8003ab9f155,e0ceb2a6cccdb8c7fcd214458550c464f1a62666,6393,
2026国赛AI助攻资料合集\AI+数学建模提示词汇总！\17套！AI+数学建模提示词汇总！\4、附录四：数学建模美赛模型检验专用AI提示词.docx,.docx,18999,09372e88f55b636df86efa16fd334a75,dfc0a6febd80fc13e6cbdbb06e02b57e4c2c47ef,1588,
2026国赛AI助攻资料合集\AI+数学建模提示词汇总！\17套！AI+数学建模提示词汇总！\5、附录五：数学建模论文摘要优化AI提示词.docx,.docx,18293,f13f71885ea8d9af22e576bf10747a36,0feae13bee88ad01aaa62f0b1b2fa9fff21748d2,1616,
2026国赛AI助攻资料合集\AI+数学建模提示词汇总！\17套！AI+数学建模提示词汇总！\6、附录六：美赛A题（物理数学类）通用AI提示词.docx,.docx,27257,9010f100de04d04b4b7c234a9808e84d,729482359edc2d554346cca1a9f68a52ac8dd3d0,6555,
2026国赛AI助攻资料合集\AI+数学建模提示词汇总！\17套！AI+数学建模提示词汇总！\7、附录七：美赛B题（离散优化类）通用AI提示词.docx,.docx,27816,b67bc87b9178aab3be1fc0b3816ceb46,c406245a91021b89cd9803abf2f2f0351a6748db,6411,
2026国赛AI助攻资料合集\AI+数学建模提示词汇总！\17套！AI+数学建模提示词汇总！\8、附录八：美赛C题（大数据分析类）通用AI提示词.docx,.docx,27999,3673393a2b4cdeb4241c2467d89d0f64,b8dd351ef93773c9fe50dd118d00b1ce7c050bab,6558,
2026国赛AI助攻资料合集\AI+数学建模提示词汇总！\17套！AI+数学建模提示词汇总！\9、附录九：美赛D题（运筹与网络类）通用AI提示词.docx,.docx,27071,932e8dc216bc433e5e8b7c9a2e04c068,3e6a40e95a3a249fec749e865f4e245d04d151b4,6509,
2026国赛AI助攻资料合集\AI+数学建模提示词汇总！\17套！AI+数学建模提示词汇总！\电工杯提示词：数学建模通用AI数学建模解题提示词.docx,.docx,23201,050a02ae7499a446deb15bf8b30be30c,6f0f91f1a1927c014a7c63f6f36fc74a5a7bb5db,4846,
2026国赛AI助攻资料合集\国奖级AI升级+精美图表AI升级提示词！\2026国赛国奖级论文AI自动优化升级提示词.docx,.docx,88092,0f138fb6fc9cd37f75226fe9bd66e3fc,bdde3ec71457148082a401086360bab4013ea99e,24727,
2026国赛AI助攻资料合集\国奖级AI升级+精美图表AI升级提示词！\2026国赛超精美图表AI自动优化升级提示词.docx,.docx,108099,c030e5cecb167f1a935c5c1fa1e5a25c,af249bd9806445587789fa26d51a941ea4e1b8aa,37652,
2026国赛AI助攻资料合集\数学建模国赛AI全流程解题与论文写作提示词！\01_数学建模国赛【赛题分析】万能提示词.docx,.docx,48439,8afd83f6153735801d8c16c475c07b56,626c6b55efbe781f4a10e5e9943e2c6bbccfc2bf,3841,
2026国赛AI助攻资料合集\数学建模国赛AI全流程解题与论文写作提示词！\02_数学建模国赛【数据预处理】万能提示词.docx,.docx,48932,4e6dee0a0105786c8f90d5fceb1ca5e3,047a0bd4b4a4f6a7e5c2bbf2d2310d72ff4f1465,4318,
2026国赛AI助攻资料合集\数学建模国赛AI全流程解题与论文写作提示词！\03_数学建模国赛【问题求解】万能提示词.docx,.docx,49309,b820e902b4affee6b651d60f365e5a99,c6da7e13e93b0724e3aeae02cae3754880d859d3,4294,
2026国赛AI助攻资料合集\数学建模国赛AI全流程解题与论文写作提示词！\04_数学建模国赛【模型检验】万能提示词.docx,.docx,48294,e78d4947d407a1080e32415ae413cf58,30cc438431eb7dd1d74e88fb888686b6502b6553,4060,
2026国赛AI助攻资料合集\数学建模国赛AI全流程解题与论文写作提示词！\05_数学建模国赛【论文写作】万能提示词.docx,.docx,51011,da799e26043b695d8c874a8d1df1b69c,f6ab93870fcec10a98a9dcc013d4af975197b764,5007,
2026国赛AI助攻资料合集\数学建模国赛AI全流程解题与论文写作提示词！\06_数学建模国赛【图表美化】万能提示词.docx,.docx,50554,7d46b0d0c6ecd5726dac7882b82626a2,ed318ec386321389826d69d9355be4b9374658e9,5094,
2026国赛AI助攻资料合集\数学建模国赛AI全流程解题与论文写作提示词！\AI图表美化！数学建模论文图表AI国奖级美化提示词.docx,.docx,108245,4210b38cd556352c114b7dc15a40df5f,af249bd9806445587789fa26d51a941ea4e1b8aa,37652,
2026国赛AI助攻资料合集\数学建模国赛AI全流程解题与论文写作提示词！\AI论文优化！数学建模国赛论文国奖级AI优化升级提示词.docx,.docx,88215,30390db4d0f7b355aa2692609b2662c2,bdde3ec71457148082a401086360bab4013ea99e,24727,
2026国赛AI助攻资料合集\数学建模国赛AI全流程解题与论文写作提示词！\数学建模国赛AI一键式全流程超级提示词.docx,.docx,62946,4bb4c8959fd70828c4eb32616e43b795,355f66281a1ffd24f5da2513657fec8035b7851b,7043,
2026国赛AI助攻资料合集\数学建模国赛AI论文检测与获奖预测万能提示词！\AI模型检测！数学建模论文AI模型适配性检查提示词！.docx,.docx,69630,2d80da63444af1eb48fc2cadfe2e54d2,6a502c65cad23d7c23d6184483fde1dca5b6f258,18122,
2026国赛AI助攻资料合集\数学建模国赛AI论文检测与获奖预测万能提示词！\AI痕迹检测！数学建模论文AI痕迹自动检测与诊断提示词.docx,.docx,77278,6a8494de79c3a2574ea5c93cca430535,06019993b736569d769d028034e6752d814ac8b0,15891,
2026国赛AI助攻资料合集\数学建模国赛AI论文检测与获奖预测万能提示词！\AI红线检测！2026数学建模国赛AI全自动自查表（标准版）.docx,.docx,26213,8ae3e308837f1faf896197e63e0a11ce,3f7d30a6508782605bdeaec51a01d9621d3c6d35,3212,
2026国赛AI助攻资料合集\数学建模国赛AI论文检测与获奖预测万能提示词！\AI论文检查与获奖预测！数学建模论文全维度自查与获奖预测提示词！（标准版）.docx,.docx,65776,e68a51d5911b811ee11f2ba4c6a766c9,734b7b19ca89fafebb6182606b76f58ad7b171a4,16520,
2026国赛各类AI实用工具和提示词汇总！\2026国赛国奖级论文AI自动优化升级提示词.docx,.docx,88092,0f138fb6fc9cd37f75226fe9bd66e3fc,bdde3ec71457148082a401086360bab4013ea99e,24727,
2026国赛各类AI实用工具和提示词汇总！\2026国赛超精美图表AI自动优化升级提示词.docx,.docx,108099,c030e5cecb167f1a935c5c1fa1e5a25c,af249bd9806445587789fa26d51a941ea4e1b8aa,37652,
2026国赛各类AI实用工具和提示词汇总！\2026数学建模国赛AI全自动自查表（标准版）.docx,.docx,26213,8ae3e308837f1faf896197e63e0a11ce,3f7d30a6508782605bdeaec51a01d9621d3c6d35,3212,
2026国赛各类AI实用工具和提示词汇总！\数学建模论文AI模型适配性检查提示词！（已修改）.docx,.docx,69630,2d80da63444af1eb48fc2cadfe2e54d2,6a502c65cad23d7c23d6184483fde1dca5b6f258,18122,
2026国赛各类AI实用工具和提示词汇总！\数学建模论文全维度自查与获奖预测提示词！（标准版）.docx,.docx,65776,e68a51d5911b811ee11f2ba4c6a766c9,734b7b19ca89fafebb6182606b76f58ad7b171a4,16520,
2026国赛各类AI实用工具和提示词汇总！\2026数学建模国赛AI全自动自查表（标准版）\2026数学建模国赛AI全自动自查表（标准版）.docx,.docx,26213,8ae3e308837f1faf896197e63e0a11ce,3f7d30a6508782605bdeaec51a01d9621d3c6d35,3212,
2026国赛各类AI实用工具和提示词汇总！\国奖级AI升级+精美图表AI升级提示词！\2026国赛国奖级论文AI自动优化升级提示词.docx,.docx,88092,0f138fb6fc9cd37f75226fe9bd66e3fc,bdde3ec71457148082a401086360bab4013ea99e,24727,
2026国赛各类AI实用工具和提示词汇总！\国奖级AI升级+精美图表AI升级提示词！\2026国赛超精美图表AI自动优化升级提示词.docx,.docx,108099,c030e5cecb167f1a935c5c1fa1e5a25c,af249bd9806445587789fa26d51a941ea4e1b8aa,37652,
2026国赛论文写作模版\2026数学建模国赛AI全自动自查表（标准版）.docx,.docx,26213,8ae3e308837f1faf896197e63e0a11ce,3f7d30a6508782605bdeaec51a01d9621d3c6d35,3212,
2026国赛论文写作模版\最新版！2026数学建模国赛标准论文Word模板.doc,.doc,1190493,75fe52593a447f5a12c6b7d64c73ae48,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,DOC_LEGACY
2026数学建模核心资料\数学建模国赛20个热门问题答疑资料仅供参考严禁抄袭(1).docx,.docx,209490,f31676c45e850cce4d3e9aaf4e8f1029,c370aaaf549936434aed7907892182c6ce6ea960,3528,
2026数学建模核心资料\数学建模国赛20个热门问题答疑资料仅供参考严禁抄袭.docx,.docx,209490,f31676c45e850cce4d3e9aaf4e8f1029,c370aaaf549936434aed7907892182c6ce6ea960,3528,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\1. 遗传算法（GA）+ 模拟退火（SA）组合模型案例题目+源代码(1).docx,.docx,17244,e578027153bcb3ffa3123f124a10981e,4db9deb1ea0a9c5c6f3b3bacdba442e3f2e67e89,4654,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\1. 遗传算法（GA）+ 模拟退火（SA）组合模型案例题目+源代码.docx,.docx,17244,e578027153bcb3ffa3123f124a10981e,4db9deb1ea0a9c5c6f3b3bacdba442e3f2e67e89,4654,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\10. 禁忌搜索（TS）+ 0-1 整数规划（IP）组合模型案例题目+源代码(1).docx,.docx,22684,3b2a32b976d7519718701c5df10e6b55,eaa64d576c78e3e5849e72da31c56acf82c7934d,11446,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\10. 禁忌搜索（TS）+ 0-1 整数规划（IP）组合模型案例题目+源代码.docx,.docx,22684,3b2a32b976d7519718701c5df10e6b55,eaa64d576c78e3e5849e72da31c56acf82c7934d,11446,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\11. 人工蜂群算法（ABC）+ 差分进化（DE）组合模型案例题目+源代码(1).docx,.docx,22685,e50e756db9d8ef30d41463b1784a25d6,4cffe97775e05e05457c6a5e63a313c32668a241,11274,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\11. 人工蜂群算法（ABC）+ 差分进化（DE）组合模型案例题目+源代码.docx,.docx,22685,e50e756db9d8ef30d41463b1784a25d6,4cffe97775e05e05457c6a5e63a313c32668a241,11274,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\12. 模糊神经网络（FNN）+ 粒子群优化（PSO）组合模型案例题目+源代码(1).docx,.docx,21015,2af47afadd1d627f896f70ba09aa5ed6,d1417b171abeea5ed04383a0db147c066f1684fc,10261,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\12. 模糊神经网络（FNN）+ 粒子群优化（PSO）组合模型案例题目+源代码.docx,.docx,21015,2af47afadd1d627f896f70ba09aa5ed6,d1417b171abeea5ed04383a0db147c066f1684fc,10261,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\13. 多目标粒子群优化（MOPSO）+ 熵权法（EWM）组合模型案例题目+源代码(1).docx,.docx,22111,55c9740a8169e29550fe53dde5d068d7,5c11e2ab8df2700a523e59231e3959a8eba6bcc4,9730,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\13. 多目标粒子群优化（MOPSO）+ 熵权法（EWM）组合模型案例题目+源代码.docx,.docx,22111,55c9740a8169e29550fe53dde5d068d7,5c11e2ab8df2700a523e59231e3959a8eba6bcc4,9730,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\14. 遗传算法（GA）+ 约束规划（CP）组合模型案例题目+源代码(1).docx,.docx,22509,45d693172508e10e86a90e1cc4d47143,c826f250783a47adc1ffcf57c02c82ac0fbf6b44,10690,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\14. 遗传算法（GA）+ 约束规划（CP）组合模型案例题目+源代码.docx,.docx,22509,45d693172508e10e86a90e1cc4d47143,c826f250783a47adc1ffcf57c02c82ac0fbf6b44,10690,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\15. 模拟退火（SA）+ 神经网络（NN）组合模型案例题目+源代码(1).docx,.docx,20519,11c81d2e63fd10c247502c78547687bd,a512d3624a3bdd32467302008d735232ea3628aa,9993,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\15. 模拟退火（SA）+ 神经网络（NN）组合模型案例题目+源代码.docx,.docx,20519,11c81d2e63fd10c247502c78547687bd,a512d3624a3bdd32467302008d735232ea3628aa,9993,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\2. 粒子群优化（PSO）+ 禁忌搜索（TS）组合模型案例题目+源代码(1).docx,.docx,18384,16b339344ccb434c2ceb13273ef3b61a,7f441a12dd379ddaf3770a81ef359bae7a143b9f,6594,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\2. 粒子群优化（PSO）+ 禁忌搜索（TS）组合模型案例题目+源代码.docx,.docx,18384,16b339344ccb434c2ceb13273ef3b61a,7f441a12dd379ddaf3770a81ef359bae7a143b9f,6594,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\3. 蚁群算法（ACO）+ 贪婪算法（Greedy）组合模型案例题目+源代码(1).docx,.docx,17861,c2ba128fd1c3dc60254738c7b55c14da,9a6794e0767d413c80424ffee193d091a4741ce0,5471,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\3. 蚁群算法（ACO）+ 贪婪算法（Greedy）组合模型案例题目+源代码.docx,.docx,17861,c2ba128fd1c3dc60254738c7b55c14da,9a6794e0767d413c80424ffee193d091a4741ce0,5471,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\4. 支持向量机（SVM）+ 遗传算法（GA）组合模型案例题目+源代码(1).docx,.docx,17459,18f997a0dbe5eeb166a023073d2057b2,7290df39ecfe160b20bc359bcad45af1cc36bb42,5306,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\4. 支持向量机（SVM）+ 遗传算法（GA）组合模型案例题目+源代码.docx,.docx,17459,18f997a0dbe5eeb166a023073d2057b2,7290df39ecfe160b20bc359bcad45af1cc36bb42,5306,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\5. 模糊逻辑（FL）+ 粒子群优化（PSO）组合模型案例题目+源代码(1).docx,.docx,19778,d665058ba698a6c72dbb152cda95e106,77180a93a0ad04b07fad6943c475281ffb0da81b,8448,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\5. 模糊逻辑（FL）+ 粒子群优化（PSO）组合模型案例题目+源代码.docx,.docx,19778,d665058ba698a6c72dbb152cda95e106,77180a93a0ad04b07fad6943c475281ffb0da81b,8448,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\6. 深度学习（DNN）+ 梯度下降（GD）组合模型案例题目+源代码(1).docx,.docx,19944,288faa664591195e07504945652ae9ce,d932417edda959f0ded8f211031590b71c49bb13,8582,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\6. 深度学习（DNN）+ 梯度下降（GD）组合模型案例题目+源代码.docx,.docx,19944,288faa664591195e07504945652ae9ce,d932417edda959f0ded8f211031590b71c49bb13,8582,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\7. 多目标遗传算法（MOGA）+ 层次分析法（AHP）组合模型案例题目+源代码(1).docx,.docx,21462,0f372a4eef3b8b066d9f4fae50906379,2068162a1641228beb65e7f8eec675f2829305f0,10452,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\7. 多目标遗传算法（MOGA）+ 层次分析法（AHP）组合模型案例题目+源代码.docx,.docx,21462,0f372a4eef3b8b066d9f4fae50906379,2068162a1641228beb65e7f8eec675f2829305f0,10452,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\8. 模拟退火（SA）+ 线性规划（LP）组合模型案例题目+源代码(1).docx,.docx,21440,4056a7921815c79a17e20a53d5e7c149,e17d0751e300fb7eda3edc01a63fe2d0515a5cf4,9679,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\8. 模拟退火（SA）+ 线性规划（LP）组合模型案例题目+源代码.docx,.docx,21440,4056a7921815c79a17e20a53d5e7c149,e17d0751e300fb7eda3edc01a63fe2d0515a5cf4,9679,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\9. 贝叶斯优化（BO）+ 随机森林（RF）组合模型案例题目+源代码(1).docx,.docx,21065,0cb07a983c290456479e50af7af137ae,4f18f97ac15975e2dbb0460695e8a5d94ff7630c,9833,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\9. 贝叶斯优化（BO）+ 随机森林（RF）组合模型案例题目+源代码.docx,.docx,21065,0cb07a983c290456479e50af7af137ae,4f18f97ac15975e2dbb0460695e8a5d94ff7630c,9833,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\【优化类】创新型算法汇总(1).docx,.docx,212448,fecec43b863fad390a1d08e37e58867e,638e91796b8c50b931ab53948362f9c1321509fb,156029,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\优化类创新型算法+源代码\【优化类】创新型算法汇总.docx,.docx,212448,fecec43b863fad390a1d08e37e58867e,638e91796b8c50b931ab53948362f9c1321509fb,156029,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\1. AHP + 熵权法案例：社区养老服务中心供应商选择题目+源代码(1).docx,.docx,14804,8205f55f07ba5f34c38b1425b3b35f11,d39f549d7d704fe79133b631301baa0e8dfd7ea1,2101,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\1. AHP + 熵权法案例：社区养老服务中心供应商选择题目+源代码.docx,.docx,14804,8205f55f07ba5f34c38b1425b3b35f11,d39f549d7d704fe79133b631301baa0e8dfd7ea1,2101,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\10. 聚类分析 + 因子分析案例：城市宜居度分类题目+源代码(1).docx,.docx,15320,6aa38670a91f09ad987669017ac89df1,1384efe485e93f1790e01cb9954bc05f53dc6d8d,2918,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\10. 聚类分析 + 因子分析案例：城市宜居度分类题目+源代码.docx,.docx,15320,6aa38670a91f09ad987669017ac89df1,1384efe485e93f1790e01cb9954bc05f53dc6d8d,2918,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\11. 神经网络 + 遗传算法案例：化工反应参数优化题目+源代码(1).docx,.docx,15992,ebddfd4082097a46b782fe03a0e9c592,21285aeb3a861901fe6e13b7e1b56dfea7f395c4,3855,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\11. 神经网络 + 遗传算法案例：化工反应参数优化题目+源代码.docx,.docx,15992,ebddfd4082097a46b782fe03a0e9c592,21285aeb3a861901fe6e13b7e1b56dfea7f395c4,3855,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\12. SVM + 粒子群优化案例：医学影像病灶识别题目+源代码(1).docx,.docx,15763,204c48b38f51503478d5705189053c4f,5071e69201cc73c255201862d1a6691df1a72a81,3706,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\12. SVM + 粒子群优化案例：医学影像病灶识别题目+源代码.docx,.docx,15763,204c48b38f51503478d5705189053c4f,5071e69201cc73c255201862d1a6691df1a72a81,3706,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\13. 决策树 + 模糊逻辑案例：个人消费贷款审批题目+源代码(1).docx,.docx,15285,a25d2a43d91a9856d7c9c5e9e6392726,2c56faccc2032ee36620e38fab7c6eb0d74c39c2,3136,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\13. 决策树 + 模糊逻辑案例：个人消费贷款审批题目+源代码.docx,.docx,15285,a25d2a43d91a9856d7c9c5e9e6392726,2c56faccc2032ee36620e38fab7c6eb0d74c39c2,3136,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\14. XGBoost + PCA案例：用户流失风险预测题目+源代码(1).docx,.docx,15283,8662ba649f31e0c4c3b6f8112e9bac5b,a42319c2006bc05609f96de94d38bb97aecc114b,3065,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\14. XGBoost + PCA案例：用户流失风险预测题目+源代码.docx,.docx,15283,8662ba649f31e0c4c3b6f8112e9bac5b,a42319c2006bc05609f96de94d38bb97aecc114b,3065,
